9.806867616893180095e-01,2.227852652510689424e+00,-4.327990278312282002e-01,-1.430989249644221806e+00,-1.746361048740481703e+00,1.664824608253697158e-01,2.655515356410855787e+00,2.017231419129553061e+00,-1.127986894141251639e+00,-2.913017698033366631e-01,1.123263878130112747e+00,-1.159718219256012262e+00,3.567876757134588739e-02,8.130323205638706474e-01,-1.571392349834680013e+00,-4.792397022918081784e-01,8.500577171270078392e-01,2.745096506712393136e+00,7.433093380432131969e-01,-1.665430145906419968e-01,-1.333116904520574297e-01,-1.996499548951755632e-01,5.022365878241482617e-01,-1.617573762236573787e-01,6.924234239667228508e-01,7.000000000000000000e+00
-1.207597577096406471e+00,3.800141027657614856e+00,1.721063946527964794e-02,-1.815099009213971382e+00,-7.607857381084539572e-01,-1.634427142081919943e-02,1.422382210854017170e+00,-1.988040423980394489e-01,-9.973536603237185272e-01,-8.925148451334232735e-01,-1.528329396983393096e+00,1.778611114857760189e-02,-1.346860816434215069e+00,-8.353766752572133747e-01,6.909074075746940435e-01,-2.784220158540774426e-01,9.587729264845397392e-02,-5.321643990406527136e-02,5.663354082998897643e-02,5.167270383430162539e-01,-4.090324055535055070e-02,6.671010820076099801e-01,3.224608954259443605e-01,-1.873202255135379690e-01,-9.738860594171740992e-01,7.000000000000000000e+00
3.307602083384664660e+00,-1.221914347922772981e+00,-5.308700644144163761e+00,7.707097413793706497e-01,1.468473543366491718e+00,-5.854229771212541289e-01,3.749367817854060148e-02,-1.424858982131657958e+00,1.310129202092308098e+00,-3.153002124501333103e+00,8.848052333238028977e-01,1.330647613124270601e+00,4.634580293063313983e-01,-5.741897559380596539e-01,-5.284420427060436687e-01,-3.985289180720941182e-01,1.551235120924470690e-01,-3.192562631441108745e-01,-1.160918494171836457e-02,1.239958283165505826e+00,5.224241838784714487e-01,-4.237187528812688120e-01,7.333612225417091013e-01,7.946027631373336897e-01,1.518831421437405682e+00,5.000000000000000000e+00
-3.392142721752699597e+00,-2.772644303833848412e+00,1.542434932951258775e+00,-1.969989116849202304e-03,8.397027273210622145e-01,2.459946060338921381e+00,-5.181964017578326587e-01,1.230246048569650641e-01,2.143454774787534323e+00,-1.728256819376491893e-02,-1.439211843210231878e+00,-4.448725718584088940e-01,1.863643259846948785e-01,7.510874771979884068e-01,-9.010898648173092385e-01,3.487413115795293672e-01,1.699510034017153171e-01,-4.179893855136858072e-01,9.194938201426447466e-02,7.329453335363994571e-01,-6.637852918702658034e-02,1.545183401844412406e-02,7.726176660607739222e-02,-3.037986739972506345e-01,3.147668460920404199e-01,1.000000000000000000e+00
8.164290775119665833e-01,-2.605863696381113925e+00,-1.989648449500742267e+00,1.363154167330101474e-01,-2.326258141079486030e+00,2.063351744939372345e-01,-6.706463665823789166e-02,1.739855061620184662e+00,-3.081358943737869116e-01,-1.091708442681140312e+00,-4.863695733750556527e-01,-7.999230684986554651e-01,-6.600109270233092129e-01,-1.392849320790604972e+00,-5.488020221456259007e-01,-8.928576099046099668e-02,-1.549298976791037896e+00,-8.676310333369806616e-01,1.337910395939600594e+00,-3.726612546843042217e-01,8.383914655484764333e-01,2.402238070381479129e-01,3.478148959140731633e-01,-1.333172905643931205e+00,-1.435321807568997465e-01,3.000000000000000000e+00
-2.545463355058738220e+00,-1.115246563569446181e+00,-2.148242190230670312e-01,2.234883750461363339e-01,-1.318552896852345890e+00,-1.801274592991483514e+00,5.134601153061119083e-01,-9.192091188828070969e-01,-7.285333592896732213e-01,1.253156837174144611e+00,1.080504800429517465e+00,-1.096118929280319870e-01,3.867148783743052376e-01,-4.071897853860839689e-01,-4.697543710407710016e-01,2.185281125212260589e-01,-1.031683787082123965e-01,-8.990885977943177121e-01,-4.673036097233567165e-01,-5.393808912859360261e-01,-2.268031928054280721e-01,-4.636704157221302469e-01,4.409961508421414988e-01,3.948708465590105021e-01,6.244102739647596767e-01,8.000000000000000000e+00
-3.981078590781129467e+00,-2.110106682214079488e+00,7.029855268234781462e-01,-8.630344302645646948e-02,-1.070034977696324274e+00,1.419290521329455435e-02,1.363088818061810148e+00,-6.896190120669660750e-01,1.147773538436675178e+00,-2.200383761227666934e-01,6.352419133375495353e-01,5.639030768396700033e-01,-1.063384698521059102e+00,1.029683741941249897e+00,-1.573703051567892697e+00,-4.162627879120277263e-02,-2.171727945602894283e-01,-7.860847942915998310e-01,-3.259053718445238390e-01,1.038838586607936654e-01,-7.792296557654981859e-02,4.005196371303325620e-01,2.050022600401749107e-01,2.838447851330481719e-01,-3.486419810893688354e-01,1.000000000000000000e+00
6.120077197795403823e-01,3.737178198320703082e+00,-1.028764318306091941e+00,1.036846409933588786e+00,1.396416550019273783e+00,7.818342462046188324e-01,-9.403030715480028556e-01,2.083371460673531794e-02,1.520752439763252140e+00,1.350643379850732684e+00,-1.208309376175245031e+00,2.171925578864239093e+00,-1.453377872462187526e+00,-3.372885250382580691e-01,-1.840571782096732889e+00,-1.824628833199093414e-02,-6.380073798262658746e-01,8.687332434281475058e-02,3.517229174952130610e-01,1.863112128531229539e+00,8.561449805040337591e-01,-3.893756514481615527e-01,8.615166563215603812e-02,-1.187647270044834391e+00,8.401282533287501852e-01,4.000000000000000000e+00
1.608492970199313143e+00,1.844199303902675391e+00,-1.579098802639099741e+00,3.176992948684876250e+00,-1.902688846222496011e+00,-3.810245607993651973e-01,-1.310766435312805900e+00,1.048244267435194388e+00,8.349058277126318595e-02,1.249081175907722274e+00,2.292670540552645075e+00,7.520859132583775919e-01,1.019753463094697166e+00,2.575693773828396926e-02,-2.171409014638229440e+00,1.102387147803056022e+00,-3.942275585595275689e-01,9.943354377534413535e-01,1.727562466681933362e+00,2.490055861912887081e-01,5.409197872996058809e-01,-2.065279523653466676e+00,-6.682444916041492267e-01,3.316404875241366068e-02,9.559792080502220735e-01,4.000000000000000000e+00
2.923314714549038462e-01,-2.770682049002495262e+00,-8.221005641195839875e-01,-4.905154535954459050e-01,-1.151805612376063603e+00,3.537798620914421877e-01,-2.262888502691444259e+00,1.249138681797890449e+00,-2.160888117894628646e+00,-2.604655867084129661e-01,4.205266154790765487e-02,7.132369213605114222e-01,9.628856885887741024e-01,5.459921247983443582e-01,2.545939480028922008e-01,-5.432600411527230833e-01,-2.707537531877194925e-01,-1.465385169947842625e+00,-1.799693814817604764e-01,-4.602228815610228674e-01,-1.041626525309365392e-01,7.397181512655167657e-01,-5.759493872133397696e-01,-8.372397524026176097e-02,-9.206986448297505010e-01,3.000000000000000000e+00
